"(x, y)",Year,Month,Town,Block,Floor_Area,Flat_Model,Lease_Commence_Date,Price_Per_Square_Meter
"(1, 147)",2018,09,WOODLANDS,134,158,Apartment,1995,3241
"(1, 148)",2018,09,WOODLANDS,134,158,Apartment,1995,3241
"(1, 149)",2018,09,WOODLANDS,134,158,Apartment,1995,3241
"(1, 150)",2018,09,WOODLANDS,134,158,Apartment,1995,3241
"(2, 80)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 81)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 82)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 83)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 84)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 85)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 86)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 87)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 88)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 89)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 90)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 91)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 92)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 93)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 94)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 95)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 96)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 97)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 98)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 99)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 100)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 101)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 102)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 103)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 104)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 105)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 106)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 107)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 108)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 109)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 110)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 111)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 112)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 113)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 114)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 115)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 116)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 117)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 118)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 119)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 120)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 121)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 122)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 123)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 124)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 125)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 126)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(2, 127)",2018,09,CHOA CHU KANG,706,132,Model A,1995,3023
"(2, 128)",2018,09,CHOA CHU KANG,706,132,Model A,1995,3023
"(2, 129)",2018,09,CHOA CHU KANG,706,132,Model A,1995,3023
"(2, 130)",2018,09,CHOA CHU KANG,706,132,Model A,1995,3023
"(2, 131)",2018,09,CHOA CHU KANG,706,132,Model A,1995,3023
"(2, 132)",2018,09,CHOA CHU KANG,706,132,Model A,1995,3023
"(2, 133)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 134)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 135)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 136)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 137)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 138)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 139)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 140)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 141)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 142)",2018,09,BUKIT PANJANG,452,142,Apartment,1997,3028
"(2, 143)",2018,10,CHOA CHU KANG,681,144,Premium Apartment,1999,3181
"(2, 144)",2018,10,CHOA CHU KANG,681,144,Premium Apartment,1999,3181
"(2, 145)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(2, 146)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(2, 147)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(2, 148)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(2, 149)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(2, 150)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(3, 80)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 81)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 82)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 83)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 84)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 85)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 86)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 87)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 88)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 89)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 90)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 91)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 92)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 93)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 94)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 95)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 96)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 97)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 98)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 99)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 100)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 101)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 102)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 103)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 104)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 105)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 106)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 107)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 108)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 109)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 110)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 111)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(3, 112)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 113)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 114)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 115)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 116)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 117)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 118)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 119)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 120)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 121)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 122)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 123)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 124)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 125)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 126)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(3, 127)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(3, 128)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(3, 129)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(3, 130)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(3, 131)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(3, 132)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(3, 133)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 134)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 135)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 136)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 137)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 138)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 139)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 140)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 141)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 142)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 143)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 144)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 145)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(3, 146)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(3, 147)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(3, 148)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(3, 149)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(3, 150)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(4, 80)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 81)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 82)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 83)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 84)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 85)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 86)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 87)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 88)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 89)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 90)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(4, 91)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 92)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 93)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 94)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 95)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 96)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 97)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 98)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 99)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 100)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 101)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 102)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 103)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 104)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 105)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 106)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 107)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 108)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 109)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 110)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 111)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(4, 112)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 113)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 114)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 115)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 116)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 117)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 118)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 119)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 120)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 121)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 122)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 123)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 124)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 125)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 126)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(4, 127)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(4, 128)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(4, 129)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(4, 130)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(4, 131)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(4, 132)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(4, 133)",2018,12,WOODLANDS,844,136,Model A,1996,2868
"(4, 134)",2018,12,WOODLANDS,844,136,Model A,1996,2868
"(4, 135)",2018,12,WOODLANDS,844,136,Model A,1996,2868
"(4, 136)",2018,12,WOODLANDS,844,136,Model A,1996,2868
"(4, 137)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 138)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 139)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 140)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 141)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 142)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 143)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 144)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 145)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(4, 146)",2018,12,CHOA CHU KANG,273,146,Apartment,1993,2945
"(4, 147)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(4, 148)",2018,10,CHOA CHU KANG,527,148,Apartment,1995,3209
"(4, 149)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(4, 150)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(5, 80)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 81)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 82)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 83)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 84)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 85)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 86)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 87)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 88)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 89)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 90)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(5, 91)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 92)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 93)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 94)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 95)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 96)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 97)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 98)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 99)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 100)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 101)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 102)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 103)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 104)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 105)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 106)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 107)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 108)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 109)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 110)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 111)",2018,11,WOODLANDS,871,111,Model A,1996,2559
"(5, 112)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 113)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 114)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 115)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 116)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 117)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 118)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 119)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 120)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 121)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 122)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 123)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 124)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 125)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 126)",2018,09,WOODLANDS,10,126,Standard,1976,2563
"(5, 127)",2019,01,WOODLANDS,120,129,Improved,1985,2736
"(5, 128)",2019,01,WOODLANDS,120,129,Improved,1985,2736
"(5, 129)",2019,01,WOODLANDS,120,129,Improved,1985,2736
"(5, 130)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(5, 131)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(5, 132)",2018,11,WOODLANDS,304,132,Model A,1993,2765
"(5, 133)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 134)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 135)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 136)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 137)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 138)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 139)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 140)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 141)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 142)",2019,01,CHOA CHU KANG,526,142,Apartment,1995,2852
"(5, 143)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(5, 144)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(5, 145)",2018,11,CHOA CHU KANG,271,145,Apartment,1993,2931
"(5, 146)",2018,12,CHOA CHU KANG,273,146,Apartment,1993,2945
"(5, 147)",2019,01,WOODLANDS,869,148,Apartment,1996,3176
"(5, 148)",2019,01,WOODLANDS,869,148,Apartment,1996,3176
"(5, 149)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(5, 150)",2018,10,CHOA CHU KANG,108,150,Maisonette,1989,3233
"(6, 80)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 81)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 82)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 83)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 84)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 85)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 86)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 87)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 88)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 89)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 90)",2018,12,WOODLANDS,5,90,Improved,1974,2500
"(6, 91)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 92)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 93)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 94)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 95)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 96)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 97)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 98)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 99)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 100)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 101)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 102)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 103)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 104)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 105)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 106)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 107)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 108)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 109)",2019,02,WOODLANDS,831,122,Improved,1990,2532
"(6, 110)",2019,02,WOODLANDS,831,122,Improved,1990,2532
